Heart rate___beats/minute,Calories burned_kcal,Exercise duration_s,Sleep duration_minutes,Sleep type duration_minutes,Floors climbed___floors,Datetime
74.15735,0.0,0.0,0.0,0.0,0.0,21.963299
90.338104,163.07849,130907.44,3.071281e-08,2.727023e-13,0.0,10.875078
52.22038,0.0,0.0,6.3093715,7.2702394,0.0,4.1575155
55.87412,0.0,0.0,4.6738524,6.9541473,0.0,0.8852092
149.0369,16.871174,18707.045,0.0,0.0,0.0,21.97628
60.85418,0.0,0.0,5.561523,9.8172865,0.0,4.108392
80.24507,7.541382e-06,0.015103646,1.9673564,0.7585081,0.0,12.977797
77.869354,0.0,0.0,18.755037,33.27501,0.0,9.182102
165.26839,12.023991,13747.312,0.0,0.0,0.0,11.70994
108.20564,128.54378,42249.08,0.0,0.0,0.0,0.02499555
83.75016,0.0,0.0,7.8008475,16.498737,0.0,16.390486
171.14001,25.542534,23995.182,0.0,0.0,0.0,17.937328
67.498505,0.0,0.0,6.128682,13.256197,0.0,10.634419
138.73763,14.004271,18873.635,1.3821516e-06,2.137958e-07,2.7017845e-21,7.042433
66.21716,0.0,0.0,3.2745356e-19,2.7364514e-22,0.0,5.379532
74.74521,0.0,0.0,8.0926056e-32,1.0471469e-34,0.0,20.840212
59.89538,0.0,0.0,1.3355598e-22,1.0961422e-25,0.0,4.1773205
57.496483,0.0,0.0,0.0002183956,0.00017252789,2.9245376e-28,1.6052245
70.30057,0.0,0.0,3.5979242e-34,0.0,0.0,14.651848
136.89583,7.675811,8458.907,3.3959403e-32,0.0,0.0,6.242651
153.1701,10.810345,10573.246,0.0,0.0,0.0,8.476296
53.332497,0.0,0.0,4.322707,6.0685353,0.0,2.39566
74.760155,0.0,0.0,8.017624e-26,2.1813405e-29,0.0,13.851054
121.80641,10.536716,7955.594,8.3294825e-17,2.8911125e-18,0.0,4.1936393
62.299038,0.0,0.0,4.0285363e-24,5.050399e-28,0.0,4.3076787
81.2949,0.0,0.0,0.0,0.0,0.0,20.715282
65.855705,0.0,0.0,1.6621726e-18,8.555759e-21,0.0,14.036779
52.79006,0.0,5.0131566e-32,2.5846217,5.205977,0.0,2.996935
80.9782,0.0,0.0,12.495264,25.393791,0.0,12.499067
57.726242,0.0,0.0,5.917651e-32,0.0,1.0,0.758036
145.83682,9.270879,10649.678,0.0,0.0,0.0,21.9976
110.960175,120.10827,45132.0,0.0,0.0,0.0,0.004094694
172.95554,14.246871,14653.122,0.0,0.0,0.0,21.850775
58.53333,0.0,1.1766783e-30,0.009848191,0.013253858,0.0,5.5600142
65.5358,0.0,0.0,3.7833247,3.4858081,0.0,8.902422
80.51079,0.0,0.0,7.3751864,13.314672,0.0,18.307693
73.56919,0.0,0.0,5.6109146e-23,3.4681237e-26,0.0,16.877611
143.5523,22.849642,16564.076,0.0,0.0,0.0,21.993145
60.493626,0.0,0.0,7.110542,4.504634,0.0,5.034589
57.504173,0.0,1.9366976e-27,0.0001360555,2.4384866e-05,1.0,0.3063378
59.313004,0.0,0.0,5.775026,11.678691,0.0,2.837329
74.711105,0.0,0.0,0.0,0.0,0.0,20.79383
59.334526,0.0,0.0,5.816186,11.497117,0.0,2.4272764
56.10439,0.0,0.0,7.0277896,13.16496,0.0,1.6559154
68.37664,3.7477936e-18,3.9248713e-10,6.152465e-33,0.0,1.0,9.831718
70.92233,1.140473e-26,1.9460089e-17,1.6202159e-18,1.7033373e-24,1.0,10.703163
52.50245,2.7553548e-07,2.410625e-06,0.0,0.0,0.0,14.140813
60.480194,0.0,0.0,8.157747,12.982122,0.0,2.2044659
57.54065,0.0,0.0,7.7659535,9.576405,0.0,2.970498
55.27463,0.0,0.0,1.668662e-07,3.2451798e-08,0.0,2.847858
